,,,,Redraft,,,Dynasty,AAV,,Health Report,
Rank,Name,Team,Pos,Fantrax,Sleeper,MFL,Sleeper,MFL,Ottoneu,Status,Injury
T285,Jack Henderson,PIT,S,-,-,-,-,,,,
T285,Ronnie Hickman,CLE,S,-,-,-,-,,,,
T285,Elijah Hicks,CHI,S,-,-,-,-,,,PUP-P,Shin
T285,Jaden Hicks,KC,S,-,-,-,-,,,,
T285,Brandon Hill,FA,S,-,-,-,-,,,,
T285,Jevon Holland,NYG,S,-,-,-,-,1.88,,Ques,Knee
T285,Maxen Hook,SEA,S,-,-,-,-,,,,
T285,Amani Hooker,TEN,S,-,-,-,-,,,,
T285,Malik Hooker,DAL,S,-,-,-,-,1.04,,,
T285,Jordan Howden,NO,S,-,-,-,-,,,,
T285,Talanoa Hufanga,DEN,S,-,-,-,-,,,,
T285,Jalen Huskey,JAX,S,-,-,-,-,,,,
T285,Desmond Igbinosun,FA,S,-,-,-,-,,,,
T285,Tanner Ingle,LAR,S,-,-,-,-,,,,
T285,Daniel Isom,FA,S,-,-,-,-,,,,
T285,Christian Izien,DET,S,-,-,-,-,,,,
T285,Dan Jackson,DET,S,-,-,-,-,,,Ques,Leg
T285,Eddie Jackson,FA,S,-,-,-,-,,,,
T285,Kareem Jackson,FA,S,-,-,-,-,,,,
T285,Keondre Jackson,BAL,S,-,-,-,-,,,,
T285,Matthew Jackson,FA,S,-,-,-,-,,,,
T285,Theo Jackson,MIN,S,-,-,-,-,,,,
T285,Derwin James,LAC,S,-,-,-,-,4.31,,,
T285,Tony Jefferson,LAC,S,-,-,-,-,,,,
T285,Rayshawn Jenkins,PIT,S,-,-,-,-,,,,
T285,Anthony Johnson,CHI,S,-,-,-,-,,,,
T285,Antonio Johnson,JAX,S,-,-,-,-,,,,
T285,Dalton Johnson,LV,S,-,-,-,-,,,,
T285,John Johnson,FA,S,-,-,-,-,,,,
T285,Lonnie Johnson,MIA,S,-,-,-,-,,,,
T285,Quindell Johnson,FA,S,-,-,-,-,,,,
T285,Tysheem Johnson,FA,S,-,-,-,-,,,,
T285,Brandon Jones,DEN,S,-,-,-,-,,,Ques,Pectoral
T285,Colin Jones,FA,S,-,-,-,-,,,,
T285,Brandon Joseph,FA,S,-,-,-,-,,,,
T285,Kerby Joseph,DET,S,-,-,-,-,,,PUP-P,Knee
T285,PJ Jules,CIN,S,-,-,-,-,,,,
T285,Sanoussi Kane,TEN,S,-,-,-,-,,,IR,Undisclosed
T285,Damontae Kazee,FA,S,-,-,-,-,,,,
T285,Murvin Kenion,GB,S,-,-,-,-,,,,
T285,Devon Key,DEN,S,-,-,-,-,,,,
T285,Jaylen Key,FA,S,-,-,-,-,,,,
T285,Jalon Kilgore,BUF,S,-,-,-,-,,,,
T285,Miles Killebrew,TB,S,-,-,-,-,,,,
T285,Kamren Kinchens,LAR,S,-,-,-,-,,,,
T285,Qwuantrezz Knight,WAS,S,-,-,-,-,,,,
T285,Kevin Knowles,KC,S,-,-,-,-,,,,
T285,Devin Lafayette,LV,S,-,-,-,-,,,,
T285,Quentin Lake,LAR,S,-,-,-,-,,,,
T285,Rayuan Lane,JAX,S,-,-,-,-,,,,
T285,Tucker Large,PHI,S,-,-,-,-,,,NFI-R,Undisclosed
T285,Raheem Layne,NYG,S,-,-,-,-,,,,
T285,P.J. Locke,DAL,S,-,-,-,-,,,Ques,Knee
T285,Julian Love,SEA,S,-,-,-,-,2.44,,,
T285,Reuben Lowery,IND,S,-,-,-,-,,,Reserve-Ret,Undisclosed
T285,Quan Martin,WAS,S,-,-,-,-,,,,
T285,Tyrann Mathieu,FA,S,-,-,-,-,,,,
T285,Marcus Maye,FA,S,-,-,-,-,,,,
T285,Bobby McCain,FA,S,-,-,-,-,,,,
T285,Tanner McCalister,KC,S,-,-,-,-,,,,
T285,Jaylen McCollough,LAR,S,-,-,-,-,,,,
T285,Tristin McCollum,LV,S,-,-,-,-,,,,
T285,Robert McDaniel,WAS,S,-,-,-,-,,,,
T285,Xavier McKinney,GB,S,-,-,-,-,2.89,,,
T285,Donovan McMillon,CLE,S,-,-,-,-,,,,
T285,Patrick McMorris,SF,S,-,-,-,-,,,,
T285,Emmanuel McNeil-Warren,CLE,S,-,-,49.17,-,,,,
T285,Jairon McVea,FA,S,-,-,-,-,,,,
T285,Ifeatu Melifonwu,TB,S,-,-,-,-,,,,
T285,Kaevon Merriweather,HOU,S,-,-,-,-,,,,
T285,Josh Metellus,MIN,S,-,-,-,-,,,Ques,Shoulder
T285,RJ Mickens,LAC,S,-,-,-,-,,,,
T285,Jalen Mills,FA,S,-,-,-,-,,,,
T285,Tre'von Moehrig,CAR,S,-,-,-,-,3.86,,,
T285,Elijah Molden,LAC,S,-,-,-,-,,,,
T285,Jarius Monroe,NYJ,S,-,-,-,-,,,,
T285,Louis Moore,MIA,S,-,-,-,-,,,,
T285,Malachi Moore,NYJ,S,-,-,-,-,,,,
T285,Tarvarius Moore,FA,S,-,-,-,-,,,,
T285,Jordan Mosley,FA,S,-,-,-,-,,,,
T285,Israel Mukuamu,FA,S,-,-,-,-,,,,
T285,Andrew Mukuba,PHI,S,-,-,-,-,,,,
T285,Eric Murray,JAX,S,-,-,-,-,,,,
T285,Malik Mustapha,SF,S,-,-,-,-,,,Ques,Hamstring
T285,Devin Neal,JAX,S,-,-,-,-,,,,
T285,Ryan Neal,FA,S,-,-,-,-,,,,
T285,Siran Neal,SF,S,-,-,-,-,,,,
T285,Ben Nikkel,IND,S,-,-,-,-,,,,
T285,Morice Norris,FA,S,-,-,-,-,,,Ques,Concussion
T285,Tyler Nubin,NYG,S,-,-,-,-,,,,
T285,Xavier Nwankpa,KC,S,-,-,-,-,,,,
T285,Isaiah Nwokobia,CIN,S,-,-,-,-,,,,
T285,George Odum,FA,S,-,-,-,-,,,,
T285,Ty Okada,SEA,S,-,-,-,-,2.22,,,
T285,Kitan Oladapo,GB,S,-,-,-,-,,,,
T285,Isaiah Oliver,ARI,S,-,-,-,-,,,,
T285,Gervarrius Owens,CHI,S,-,-,-,-,,,,
T285,Jonathan Owens,IND,S,-,-,-,-,,,,
T285,Tyler Owens,WAS,S,-,-,-,-,,,,
T285,Wande Owens,FA,S,-,-,-,-,,,,
T285,Ayo Oyelola,FA,S,-,-,-,-,,,,
T285,Makari Paige,FA,S,-,-,-,-,,,,
T285,VJ Payne,NYJ,S,-,-,-,-,,,,
T285,Jabrill Peppers,FA,S,-,-,-,-,,,,
T285,Devyn Perkins,LV,S,-,-,-,-,,,,
T285,Mark Perry,GB,S,-,-,-,-,,,,
T285,Dell Pettus,NE,S,-,-,-,-,,,,
T285,Jalyn Phillips,FA,S,-,-,-,-,,,,
T285,Jason Pinnock,NYG,S,-,-,-,-,,,,
T285,Isaiah Pola-Mao,LV,S,-,-,-,-,,,,
T285,Jordan Poyer,FA,S,-,-,-,-,,,Ques,Hamstring
T285,Josh Proctor,FA,S,-,-,-,-,,,,
T285,Maximus Pulley,PHI,S,-,-,-,-,,,,
T285,Jalen Ramsey,PIT,S,-,-,-,-,1.26,,PUP-P,Knee
T285,Kamari Ramsey,HOU,S,-,-,-,-,,,,
T285,Caleb Ransaw,JAX,S,-,-,-,-,,,Ques,Lower Body
T285,Lathan Ransom,CAR,S,-,-,-,-,,,,
T285,Taylor Rapp,FA,S,-,-,-,-,,,Ques,Knee
T285,Jeremy Reaves,WAS,S,-,-,-,-,,,,
T285,Jaylen Reed,HOU,S,-,-,-,-,,,,
T285,Jerrick Reed,TEN,S,-,-,-,-,,,,
T285,Justin Reid,NO,S,-,-,-,-,,,,
T285,Demani Richardson,CAR,S,-,-,-,-,,,,
T285,J.J. Roberts,TB,S,-,-,-,-,,,Ques,Knee
T285,Jahquez Robinson,BAL,S,-,-,-,-,,,,
T285,Jammie Robinson,ATL,S,-,-,-,-,,,,
T285,Myles Rowser,FA,S,-,-,-,-,,,,
T285,Andre' Sam,PHI,S,-,-,-,-,,,,
T285,Shilo Sanders,FA,S,-,-,-,-,,,,
T285,Jonas Sanker,NO,S,-,-,-,-,,,,
T285,Benny Sapp,FA,S,-,-,-,-,,,,
T285,John Saunders,NE,S,-,-,-,-,,,,
T285,Darnell Savage,FA,S,-,-,-,-,,,,
T285,Brenden Schooler,NE,S,-,-,-,-,,,NFI-A,Undisclosed
T285,Daniel Scott,IND,S,-,-,-,-,,,,
T285,Miles Scott,DEN,S,-,-,-,-,,,,
T285,Nick Scott,CAR,S,-,-,-,-,2.08,,,
T285,Marlen Sewell,FA,S,-,-,-,-,,,,
T285,Marques Sigle,SF,S,-,-,-,-,,,,
T285,Cam'Ron Silmon-Craig,JAX,S,-,-,-,-,,,,
T285,Isaiah Simmons,CAR,S,-,-,-,-,,,,
T285,Justin Simmons,FA,S,-,-,-,-,,,,
T285,DeShon Singleton,KC,S,-,-,-,-,,,,
T285,JL Skinner,DEN,S,-,-,-,-,,,,
T285,Chris Smith,FA,S,-,-,-,-,,,Ques,Undisclosed
T285,DQ Smith,FA,S,-,-,-,-,,,,
T285,Genesis Smith,LAC,S,-,-,-,-,,,,
T285,Harrison Smith,FA,S,-,-,-,-,,,,
T285,Tykee Smith,TB,S,-,-,-,-,,,,
T285,Daniel Sorensen,FA,S,-,-,-,-,,,,
T285,Robert Spears-Jennings,PIT,S,-,-,-,-,,,,
T285,Malik Spencer,WAS,S,-,-,-,-,,,,
T285,Malaki Starks,BAL,S,-,-,-,-,,,,
T285,M.J. Stewart,HOU,S,-,-,-,-,,,PUP-P,Quadriceps
T285,Geno Stone,BUF,S,-,-,-,-,,,,
T285,Loren Strickland,DET,S,-,-,-,-,,,,
T285,Jalen Stroman,SF,S,-,-,-,-,,,,
T285,Treydan Stukes,LV,S,-,-,-,-,,,,
T285,Lorenzo Styles,NO,S,-,-,-,-,,,,
T285,Michael Taaffe,MIA,S,-,-,-,-,,,,
T285,Jason Taylor,FA,S,-,-,-,-,,,,
T285,Trey Taylor,FA,S,-,-,-,-,,,,
T285,Dadrion Taylor-Demerson,ARI,S,-,-,-,-,,,,
T285,Roderic Teamer,FA,S,-,-,-,-,,,,
T285,Dillon Thieneman,CHI,S,-,-,32.60,-,,,,
T285,A.J. Thomas,FA,S,-,-,-,-,,,,
T285,Daniel Thomas,CLE,S,-,-,-,-,,,,
T285,Jacob Thomas,MIN,S,-,-,-,-,,,,
T285,Jakobe Thomas,MIN,S,-,-,-,-,,,,
T285,Juanyeh Thomas,IND,S,-,-,-,-,,,,
T285,Michael Thomas,FA,S,-,-,-,-,,,,
T285,Rodney Thomas,SEA,S,-,-,-,-,,,,
T285,Trevian Thomas,JAX,S,-,-,-,-,,,,
T285,Jalen Thompson,DAL,S,-,-,-,-,,,Ques,Hip
T285,Trenton Thompson,FA,S,-,-,-,-,,,,
T285,Juan Thornhill,FA,S,-,-,-,-,,,,
T285,Dante Trader,MIA,S,-,-,-,-,,,,
T285,Nolan Turner,FA,S,-,-,-,-,,,,
T285,Delarrin Turner-Yell,FA,S,-,-,-,-,,,Ques,Knee
T285,Nate Valcarcel,LAR,S,-,-,-,-,,,,
T285,La'Kendrick Van Zandt,FA,S,-,-,-,-,,,,
T285,Malik Verdon,ATL,S,-,-,-,-,,,,
T285,Tanner Wall,LV,S,-,-,-,-,,,,
T285,K'Von Wallace,BAL,S,-,-,-,-,,,,
T285,Silas Walters,BAL,S,-,-,-,-,,,,
T285,Jay Ward,MIN,S,-,-,-,-,,,,
T285,Jimmie Ward,FA,S,-,-,-,-,,,Ques,Foot
T285,Ar'Darius Washington,NYG,S,-,-,-,-,,,,
T285,Trey Washington,IND,S,-,-,-,-,,,,
T285,Zion Washington,CLE,S,-,-,-,-,,,,
T285,Xavier Watts,ATL,S,-,-,-,-,,,Ques,Undisclosed
T285,Lardarius Webb,BAL,S,-,-,-,-,,,,
T285,Tre Webb,FA,S,-,-,-,-,,,,
T285,Zakee Wheatley,CAR,S,-,-,-,-,,,,
T285,Jordan Whitehead,FA,S,-,-,-,-,,,,
T285,Evan Williams,GB,S,-,-,-,-,,,,
T285,Marcus Williams,FA,S,-,-,-,-,,,,
T285,Wydett Williams,ARI,S,-,-,-,-,,,,
T285,Kendall Williamson,LAC,S,-,-,-,-,,,Ques,Ankle
T285,Donovan Wilson,FA,S,-,-,-,-,,,,
T285,Antoine Winfield,TB,S,-,-,-,-,,,,
T285,Andrew Wingard,ARI,S,-,-,-,-,,,,
T285,Kevin Winston,TEN,S,-,-,-,-,,,,
T285,Rashad Wisdom,TB,S,-,-,-,-,,,,
T285,Cole Wisniewski,PHI,S,-,-,-,-,,,Ques,Hamstring
T285,Hunter Wohler,IND,S,-,-,-,-,,,Ques,Foot
T285,Julius Wood,DAL,S,-,-,-,-,,,,
T285,Xavier Woods,FA,S,-,-,-,-,,,,
T285,Craig Woodson,NE,S,-,-,-,-,,,,
T285,Daryl Worley,FA,S,-,-,-,-,,,,
T285,Russ Yeast,CIN,S,-,-,-,-,,,,
T285,Nate Adkins,DEN,TE,-,-,-,-,,,,
T285,Jordan Akins,FA,TE,-,-,-,-,,,,
T285,Mo Alie-Cox,IND,TE,-,-,-,-,,,,
T285,Erick All,CIN,TE,-,-,-,438.50,,,,
T285,Chase Allen,FA,TE,-,-,-,-,,,,
T285,Davis Allen,LAR,TE,-,-,-,-,,,Ques,Quadriceps
T285,Stephen Anderson,FA,TE,-,-,-,-,,,,
T285,Kristian Wilkerson,FA,WR,-,-,-,-,,,,
T285,Montrell Washington,FA,WR,-,-,-,-,,,,
T285,Avery Williams,FA,WR,-,-,-,-,,,,
T285,C.J. Williams,JAX,WR,-,-,-,-,,,,
T285,Devon Williams,FA,WR,-,-,-,-,,,,
T285,E.J. Williams,LV,WR,-,-,-,-,,,,
T285,Isaiah Williams,NYJ,WR,-,-,-,-,,10.00,,
T285,Tahj Washington,MIA,WR,-,-,-,-,,,,
T285,Austin Watkins,FA,WR,-,-,-,-,,,,
T285,Jordan Watkins,SF,WR,-,-,-,-,,,,
T285,Quez Watkins,PHI,WR,-,-,-,-,,,,
T285,Sammy Watkins,FA,WR,-,-,-,-,,,,
T285,Xavier Ubosi,FA,WR,-,-,-,-,,,,
T285,Marquez Valdes-Scantling,DAL,WR,-,-,-,-,,,,
261,Devaughn Vele,NO,WR,318.73,-,-,316.60,,5.00,,
T285,Jalen Virgil,FA,WR,-,-,-,-,,,Ques,Undisclosed
T285,Reggie Virgil,ARI,WR,-,-,-,-,,,,
T285,Justin Watson,HOU,WR,-,-,-,-,,,,
T285,Jamarius Way,FA,WR,-,-,-,-,,,,
T285,Jared Wayne,HOU,WR,-,-,-,-,,,,
T285,Theo Wease,MIA,WR,-,-,-,458.50,,,,
T285,Xavier Weaver,ARI,WR,-,-,-,-,,,,
T285,Jeremiah Webb,NE,WR,-,-,-,-,,,IR,Arm
T285,Joe Webb,FA,WR,-,-,-,-,,,,
T285,Raleigh Webb,FA,WR,-,-,-,-,,,,
T285,Nsimba Webster,FA,WR,-,-,-,-,,,,
T285,Connor Wedington,FA,WR,-,-,-,-,,,,
T285,Juice Wells,ATL,WR,-,-,-,-,,,,
T285,Levi Wentz,PIT,WR,-,-,-,-,,,,
T285,Nick Westbrook-Ikhine,IND,WR,-,-,-,-,,7.00,,
T285,LaJohntay Wester,BAL,WR,-,-,-,-,,,,
T285,Isaiah Weston,FA,WR,-,-,-,-,,,,
T285,Kaden Wetjen,PIT,WR,-,-,-,-,,,,
T285,Keric Wheatfall,FA,WR,-,-,-,-,,,,
T285,Cody White,SEA,WR,-,-,-,-,,,,
T285,Kevin White,FA,WR,-,-,-,-,,,,
T285,Papi White,FA,WR,-,-,-,-,,,,
T285,Ricky White,SEA,WR,-,-,-,-,,,,
T285,Squirrel White,CHI,WR,-,-,-,-,,,Reserve-Ret,Undisclosed
T285,Jordan Whittington,LAR,WR,-,-,-,-,,,,
T285,Keytaon Thompson,FA,WR,-,-,-,-,,,,
T285,Dont'e Thornton,LV,WR,-,-,-,323.70,,10.00,,
281,Tyquan Thornton,KC,WR,327.81,-,-,321.30,1.17,5.00,,
T285,Jamari Thrash,CLE,WR,-,-,-,-,,,,
T285,Cedric Tillman,CLE,WR,-,-,-,363.00,,7.86,,
T285,Mitchell Tinsley,CIN,WR,-,-,-,-,,,,
T285,Mason Tipton,NO,WR,-,-,-,-,,,PUP-P,Leg
T285,Travis Toivonen,FA,WR,-,-,-,-,,,,
T285,Jalen Tolbert,MIA,WR,-,-,-,404.50,1.03,5.00,,
T285,Max Tomczak,BUF,WR,-,-,-,-,,,,
T285,Kadarius Toney,FA,WR,-,-,-,-,,,,
T285,Samori Toure,PHI,WR,-,-,-,-,,,,
T285,Austin Trammell,JAX,WR,-,-,-,-,,,,
T285,Laquon Treadwell,IND,WR,-,-,-,-,,,,
T285,Brycen Tremayne,CAR,WR,-,-,-,-,,,,
141,Tre Tucker,LV,WR,147.20,-,-,205.90,3.08,9.77,,
T285,DJ Turner,HOU,WR,-,-,-,-,,,,
T285,Malik Turner,SF,WR,-,-,-,-,,,,
T285,Tre Turner,FA,WR,-,-,-,-,,,,
T285,KaVontae Turpin,DAL,WR,-,-,-,420.50,,,,
T285,Michael Thomas,FA,WR,-,-,-,-,,,,
T285,Noah Thomas,CIN,WR,-,-,-,382.50,,,,
T285,Noel Thomas,FA,WR,-,-,-,-,,,,
T285,Zavion Thomas,CHI,WR,-,-,47.57,320.80,2.49,,,
T285,Deven Thompkins,LV,WR,-,-,-,-,,,,
T285,Brenen Thompson,LAC,WR,-,-,40.60,257.50,1.68,,,
T285,Bryan Thompson,FA,WR,-,-,-,-,,,,
T285,Dayton Wade,BAL,WR,-,-,-,-,,,,
T285,Derel Walker,FA,WR,-,-,-,-,,,,
T285,Devontez Walker,BAL,WR,-,-,-,-,,,,
T285,Jahdae Walker,CHI,WR,-,-,-,397.50,,,,
T285,Joe Walker,FA,WR,-,-,-,-,,,,
T285,Harrison Wallace,ARI,WR,-,-,-,-,,,,
T285,Tylan Wallace,CLE,WR,-,-,-,-,,,,
T285,Jalen Walthall,NYJ,WR,-,-,-,-,,,IR,Undisclosed
T285,Casey Washington,CAR,WR,-,-,-,-,,,,
T285,James Washington,FA,WR,-,-,-,-,,,,
T285,Luke Wysong,FA,WR,-,-,-,-,,,Ques,Undisclosed
T285,Colbie Young,CIN,WR,-,-,-,-,,,,
T285,Dareke Young,LV,WR,-,-,-,-,,,,
T285,Michael Young,FA,WR,-,-,-,-,,,,
276,Olamide Zaccheaus,ATL,WR,326.17,-,-,-,,,,
T285,Ishmael Zamora,FA,WR,-,-,-,-,,,,
T285,Johnny Wilson,PHI,WR,-,-,-,-,,,,
T285,Kole Wilson,CLE,WR,-,-,-,-,,,,
T285,Roman Wilson,PIT,WR,-,-,-,373.00,,7.67,,
T285,Lujuan Winningham,FA,WR,-,-,-,-,,,,
T285,Easop Winston,FA,WR,-,-,-,-,,,,
T285,Isaiah Wooden,FA,WR,-,-,-,-,,,,
T285,Michael Woods,FA,WR,-,-,-,-,,,Ques,Leg
T285,Robert Woods,LAR,WR,-,-,-,-,,,Reserve-Ret,Undisclosed
T285,Michael Wortham,JAX,WR,-,-,-,-,,,,
T285,Ke'Shawn Williams,CIN,WR,-,-,-,-,,,,
258,Kyle Williams,NE,WR,317.81,-,-,260.50,,5.00,,
T285,Malik Williams,FA,WR,-,-,-,-,,,,
T285,Mario Williams,LAR,WR,-,-,-,-,,,,
T285,Mike Williams,LAC,WR,-,-,-,-,,,Reserve-Ex,Undisclosed
271,Savion Williams,GB,WR,324.01,-,-,431.50,,5.00,,
T285,Seth Williams,FA,WR,-,-,-,-,,,,
T285,Cedrick Wilson,DET,WR,-,-,-,-,,,,
T285,Nick Sciba,FA,K,-,-,-,338.30,,,,
T285,Austin Seibert,FA,K,-,-,-,-,,,,
T285,Mason Shipley,FA,K,-,-,-,-,,,,
T285,Spencer Shrader,IND,K,-,-,-,-,,5.00,,
T285,Caleb Shudak,FA,K,-,-,-,418.00,,,,
T285,Sam Sloman,FA,K,-,-,-,-,,,,
T285,Joey Slye,TEN,K,-,-,-,451.50,,5.00,,
T285,Trey Smack,GB,K,-,-,47.60,357.60,,,,
T285,Charlie Smyth,NO,K,-,-,-,464.50,,,,
T285,Drew Stevens,WAS,K,-,-,-,-,,,,
T285,Andre Szmyt,CLE,K,-,-,-,463.00,,,,
T285,Matthew Trickett,FA,K,-,-,-,-,,,,
T285,Maddux Trujillo,FA,K,-,-,-,-,,,,
T285,Justin Tucker,FA,K,-,-,-,-,,,,
T285,James Turner,FA,K,-,-,-,-,,,,
T285,Jake Verity,FA,K,-,-,-,419.50,,,,
T285,Tristan Vizcaino,FA,K,-,-,-,-,,,,
T285,Nick Vogel,FA,K,-,-,-,-,,,,
T285,Parker White,FA,K,-,-,-,333.00,,,,
T285,Trey Wolff,FA,K,-,-,-,-,,,,
T285,Matthew Wright,FA,K,-,-,-,-,,,,
T285,Cade York,NYJ,K,-,-,-,296.40,,,,
T285,Greg Zuerlein,FA,K,-,-,-,-,,,Ques,Knee
T285,Dominic Zvada,NYG,K,-,-,-,450.00,,,,
T285,Yasir Abdullah,JAX,LB,-,-,-,-,,,,
T285,Matthew Adams,FA,LB,-,-,-,-,,,,
T285,Mitchell Agude,FA,LB,-,-,-,-,,,,
T285,Austin Ajiake,IND,LB,-,-,-,-,,,,
T285,Azeez Al-Shaair,HOU,LB,-,-,-,-,6.53,,,
T285,Christian Albright,FA,LB,-,-,-,-,,,,
T285,Jaylan Alexander,FA,LB,-,-,-,-,,,,
T285,Kwon Alexander,FA,LB,-,-,-,-,,,,
T285,CJ Allen,IND,LB,-,-,19.25,-,,,,
T285,Dakota Allen,FA,LB,-,-,-,-,,,,
T285,Troy Andersen,ATL,LB,-,-,-,-,,,PUP-P,Knee
T285,Liam Anderson,CIN,LB,-,-,-,-,,,,
T285,Joe Andreessen,BUF,LB,-,-,-,-,,,,
T285,Andrew Ankrah,FA,LB,-,-,-,-,,,,
T285,Alex Anzalone,TB,LB,-,-,-,-,3.48,,,
T285,Kam Arnold,KC,LB,-,-,-,-,,,,
T285,Brian Asamoah,FA,LB,-,-,-,-,,,Ques,Knee
T285,C. J. Avery,FA,LB,-,-,-,-,,,,
T285,Joe Bachie,DET,LB,-,-,-,-,,,,
T285,Levelle Bailey,DEN,LB,-,-,-,-,,,,
T285,Markus Bailey,FA,LB,-,-,-,-,,,,
T285,Wesley Bailey,LAR,LB,-,-,-,-,,,,
T285,Rueben Bain,TB,LB,-,-,-,-,,,,
T285,Jerome Baker,FA,LB,-,-,-,-,,,,
T285,Keshawn Banks,ATL,LB,-,-,-,-,,,,
T285,Shad Banks,TEN,LB,-,-,-,-,,,,
T285,Jaishawn Barham,DAL,LB,-,-,-,-,,,,
T285,Derrick Barnes,DET,LB,-,-,-,-,,,,
T285,Krys Barnes,FA,LB,-,-,-,-,,,,
T285,Zaire Barnes,NYG,LB,-,-,-,-,,,,
T285,Amare Barno,FA,LB,-,-,-,-,,,Ques,Knee
T285,Michael Barrett,FA,LB,-,-,-,-,,,,
T285,Shaquil Barrett,FA,LB,-,-,-,-,,,,
T285,Justin Barron,DAL,LB,-,-,-,-,,,,
T285,Jared Bartlett,JAX,LB,-,-,-,-,,,,
T285,Cody Barton,TEN,LB,-,-,-,-,3.58,,,
T285,Lander Barton,LAC,LB,-,-,-,-,,,,
T285,Boogie Basham,FA,LB,-,-,-,-,,,,
T285,Jeffrey Bassa,KC,LB,-,-,-,-,,,,
T285,Tyler Batty,MIN,LB,-,-,-,-,,,,
T285,Zack Baun,PHI,LB,-,-,-,-,,,,
T285,Quinton Bell,SF,LB,-,-,-,-,,,,
T285,Nick Bellore,WAS,LB,-,-,-,-,,,Reserve-Ret,Personal
T285,Ja'Whaun Bentley,FA,LB,-,-,-,-,,,,
T285,Terrel Bernard,BUF,LB,-,-,-,-,,,,
T285,JD Bertrand,ATL,LB,-,-,-,-,,,,
T285,Tatum Bethune,SF,LB,-,-,-,-,,,Ques,Groin
T285,Ezekiel Bigger,FA,LB,-,-,-,-,,,,
T285,Wesley Bissainthe,KC,LB,-,-,-,-,,,,
T285,Kendrick Blackshire,FA,LB,-,-,-,-,,,,
T285,Chris Board,FA,LB,-,-,-,-,,,Ques,Chest
T285,Bryce Boettcher,IND,LB,-,-,-,-,,,,
T285,Curtis Bolton,FA,LB,-,-,-,-,,,,
T285,Nick Bolton,KC,LB,-,-,-,-,,,,
T285,Nik Bonitto,DEN,LB,-,-,-,-,,,,
T285,Jordan Botelho,FA,LB,-,-,-,-,,,,
T285,Tyus Bowser,FA,LB,-,-,-,-,,,,
T285,Swayze Bozeman,CIN,LB,-,-,-,-,,,,
T285,Nigel Bradham,FA,LB,-,-,-,-,,,,
T285,William Bradley-King,SF,LB,-,-,-,-,,,IR,Undisclosed
T285,Chris Braswell,TB,LB,-,-,-,-,,,,
T285,K.J. Britt,NE,LB,-,-,-,-,,,,
T285,Jordyn Brooks,MIA,LB,-,-,-,-,,,,
T285,Cam Brown,FA,LB,-,-,-,-,,,,
T285,Elliott Brown,ARI,LB,-,-,-,-,,,,
T285,Sean Brown,TEN,LB,-,-,-,-,,,,
T285,Baron Browning,ARI,LB,-,-,-,-,,,,
T285,Carson Bruener,PIT,LB,-,-,-,-,,,,
T285,Teddye Buchanan,BAL,LB,-,-,-,-,,,PUP-P,Knee - ACL
T285,John Bullock,TB,LB,-,-,-,-,,,,
T285,Oren Burks,CIN,LB,-,-,-,-,,,,
T285,Amari Burney,FA,LB,-,-,-,-,,,,
T285,Brian Burns,NYG,LB,-,-,-,-,5.17,,,
T285,Devin Bush,CHI,LB,-,-,-,-,4.41,,,
T285,Chance Campbell,PHI,LB,-,-,-,-,,,,
T285,De'Vondre Campbell,FA,LB,-,-,-,-,,,,
T285,Jack Campbell,DET,LB,-,-,-,-,,,,
T285,Jihaad Campbell,PHI,LB,-,-,-,-,,,,
T285,Jaylon Carlies,IND,LB,-,-,-,-,,,,
T285,Daylan Carnell,FA,LB,-,-,-,-,,,,
T285,Owen Carney,FA,LB,-,-,-,-,,,,
T285,Abdul Carter,NYG,LB,-,-,-,-,,,Ques,Ankle
T285,Barrett Carter,CIN,LB,-,-,-,-,,,,
T285,Lorenzo Carter,FA,LB,-,-,-,-,,,,
T285,Blake Cashman,MIN,LB,-,-,-,-,7.45,,,
T285,K'Lavon Chaisson,WAS,LB,-,-,-,-,1.49,,,
T285,Tahj Chambers,IND,LB,-,-,-,-,,,,
T285,Chaz Chambliss,MIN,LB,-,-,-,-,,,,
T285,Leo Chenal,WAS,LB,-,-,-,-,,,,
T285,Claudin Cherelus,CAR,LB,-,-,-,-,,,,
T285,Cole Christiansen,KC,LB,-,-,-,-,0.91,,,
T285,Jimmy Ciarlo,BUF,LB,-,-,-,-,,,,
T285,Damone Clark,DET,LB,-,-,-,-,,,,
T285,Jack Cochrane,KC,LB,-,-,-,-,,,,
T285,Jordan Colbert,FA,LB,-,-,-,-,,,Ques,Neck
T285,DJ Coleman,FA,LB,-,-,-,-,,,,
T285,Zaven Collins,ARI,LB,-,-,-,-,,,,
T285,Junior Colson,LAC,LB,-,-,-,-,,,Ques,Shoulder
T285,Branson Combs,JAX,LB,-,-,-,-,,,,
T285,Edgerrin Cooper,GB,LB,-,-,-,-,,,,
T285,Jonathon Cooper,DEN,LB,-,-,-,-,,,,
T285,Carter Coughlin,FA,LB,-,-,-,-,,,,
T285,Brenton Cox,GB,LB,-,-,-,-,,,,
T285,Keyron Crawford,LV,LB,-,-,-,-,,,,
T285,Jordan Crook,FA,LB,-,-,-,-,,,,
T285,Maxx Crosby,LV,LB,-,-,-,-,,,,
T285,Zach Cunningham,FA,LB,-,-,-,-,,,Ques,Hamstring
T285,Kendal Daniels,ATL,LB,-,-,-,-,,,,
